DATE,TIME,ax,ay,az,gx,gy,gz,lx,ly,lz,mx,my,mz,ma,mg,ml,mm
31/01/2020, 11:42:08,2.6776319,-0.60354495,10.782378,-0.00855211,0.00244346,-0.04153882,-0.39975703,-0.13708314,-0.4311428,-46.8472,-28.713715,-28.627731,11.126259858337349,0.04248037922456628,0.6037231064517531,61.95711753173308
31/01/2020, 11:42:08,2.703977,-0.45026368,10.95482,-0.00855211,0.00244346,-0.04153882,-0.39975703,-0.13708314,-0.4311428,-46.8472,-28.713715,-28.627731,11.29257737570819,0.04248037922456628,0.6037231064517531,61.95711753173308
31/01/2020, 11:42:08,2.703977,-0.45026368,10.95482,-0.00855211,0.00244346,-0.04153882,0.01674819,-0.6250279,0.31260204,-46.8472,-28.713715,-28.627731,11.29257737570819,0.04248037922456628,0.6990424942332476,61.95711753173308
31/01/2020, 11:42:08,2.703977,-0.45026368,10.95482,-0.00855211,0.00244346,-0.04153882,0.01674819,-0.6250279,0.31260204,-46.856293,-28.605194,-28.507263,11.29257737570819,0.04248037922456628,0.6990424942332476,61.858171256046134
31/01/2020, 11:42:08,2.43813,-0.3161426,10.686578,-0.00855211,0.00244346,-0.04153882,0.01674819,-0.6250279,0.31260204,-46.856293,-28.605194,-28.507263,10.965736115962486,0.04248037922456628,0.6990424942332476,61.858171256046134
31/01/2020, 11:42:08,1.9399658,-0.37122804,10.2315235,-0.00855211,0.00244346,-0.04153882,0.01674819,-0.6250279,0.31260204,-46.856293,-28.605194,-28.507263,10.420429508755396,0.04248037922456628,0.6990424942332476,61.858171256046134
31/01/2020, 11:42:08,1.9399658,-0.37122804,10.2315235,-0.00855211,0.00244346,-0.04153882,0.76486623,-0.2679819,1.170187,-46.856293,-28.605194,-28.507263,10.420429508755396,0.04248037922456628,1.4234367750479249,61.858171256046134
31/01/2020, 11:42:08,1.9399658,-0.37122804,10.2315235,-0.00855211,0.00244346,-0.04153882,0.76486623,-0.2679819,1.170187,-46.759323,-28.60759,-28.5027,10.420429508755396,0.04248037922456628,1.4234367750479249,61.78375548275357
31/01/2020, 11:42:08,1.9399658,-0.37122804,10.2315235,0.0036651902,0.0855211,-0.05742131,0.76486623,-0.2679819,1.170187,-46.759323,-28.60759,-28.5027,10.420429508755396,0.1030752130225323,1.4234367750479249,61.78375548275357
31/01/2020, 11:42:08,1.9399658,-0.37122804,10.2315235,0.0036651902,0.0855211,-0.05742131,0.76486623,-0.2679819,1.170187,-46.566666,-28.502579,-27.911163,10.420429508755396,0.1030752130225323,1.4234367750479249,61.31789610470611
