DATE,TIME,ax,ay,az,gx,gy,gz,lx,ly,lz,mx,my,mz,ma,mg,ml,mm
31/01/2020, 10:55:34,-0.0071850587,2.4812403,9.7740755,3.82178E-4,0.03076567,-0.01416581,0.09879402,-0.02178049,0.17593288,-47.961365,-3.1186676,-52.518578,10.084104172083844,0.033872446865042836,0.2029458747054321,71.1914291645846
31/01/2020, 10:55:35,-0.1101709,2.4764502,9.642349,3.82178E-4,0.03076567,-0.01416581,0.09879402,-0.02178049,0.17593288,-47.961365,-3.1186676,-52.518578,9.955894845348272,0.033872446865042836,0.2029458747054321,71.1914291645846
31/01/2020, 10:55:35,-0.08861572,2.3926246,9.64714,3.82178E-4,0.03076567,-0.01416581,0.09879402,-0.02178049,0.17593288,-47.961365,-3.1186676,-52.518578,9.9398091925968,0.033872446865042836,0.2029458747054321,71.1914291645846
31/01/2020, 10:55:35,-0.08861572,2.3926246,9.64714,3.82178E-4,0.03076567,-0.01416581,0.09879402,-0.02178049,0.17593288,-48.056396,-3.1159668,-52.40766,9.9398091925968,0.033872446865042836,0.2029458747054321,71.17365713198586
31/01/2020, 10:55:35,-0.011975098,2.3303542,9.707015,3.82178E-4,0.03076567,-0.01416581,0.09879402,-0.02178049,0.17593288,-48.056396,-3.1159668,-52.40766,9.982827009586073,0.033872446865042836,0.2029458747054321,71.17365713198586
31/01/2020, 10:55:35,0.09101075,2.2585034,9.831555,3.82178E-4,0.03076567,-0.01416581,0.09879402,-0.02178049,0.17593288,-48.056396,-3.1159668,-52.40766,10.088042508658397,0.033872446865042836,0.2029458747054321,71.17365713198586
31/01/2020, 10:55:35,0.09101075,2.2585034,9.831555,3.82178E-4,0.03076567,-0.01416581,0.09601021,0.06504154,0.22069645,-48.056396,-3.1159668,-52.40766,10.088042508658397,0.033872446865042836,0.24930961670683568,71.17365713198586
31/01/2020, 10:55:35,0.09101075,2.2585034,9.831555,3.82178E-4,0.03076567,-0.01416581,0.09601021,0.06504154,0.22069645,-47.83133,-3.445633,-52.528923,10.088042508658397,0.033872446865042836,0.24930961670683568,71.12662095501928
31/01/2020, 10:55:35,0.09101075,2.2585034,9.831555,3.82178E-4,0.03076567,-0.01416581,-0.015531287,0.11688733,0.12520885,-47.83133,-3.445633,-52.528923,10.088042508658397,0.033872446865042836,0.17199164602634445,71.12662095501928
31/01/2020, 10:55:35,0.122146,2.2776637,9.85311,3.82178E-4,0.03076567,-0.01416581,-0.015531287,0.11688733,0.12520885,-47.83133,-3.445633,-52.528923,10.113676604474577,0.033872446865042836,0.17199164602634445,71.12662095501928
31/01/2020, 10:55:35,0.06466553,2.42376,9.769285,3.82178E-4,0.03076567,-0.01416581,-0.015531287,0.11688733,0.12520885,-47.83133,-3.445633,-52.528923,10.065670728936144,0.033872446865042836,0.17199164602634445,71.12662095501928
31/01/2020, 10:55:35,0.06466553,2.42376,9.769285,3.82178E-4,0.03076567,-0.01416581,-0.015531287,0.11688733,0.12520885,-47.87024,-3.1220245,-52.86045,10.065670728936144,0.033872446865042836,0.17199164602634445,71.38300986039863
31/01/2020, 10:55:35,0.06466553,2.42376,9.769285,0.06513387,0.03320913,-0.036156952,-0.015531287,0.11688733,0.12520885,-47.87024,-3.1220245,-52.86045,10.065670728936144,0.08156342628485022,0.17199164602634445,71.38300986039863
31/01/2020, 10:55:35,0.06466553,2.42376,9.769285,0.06513387,0.03320913,-0.036156952,0.08878457,-0.037540197,0.1919918,-47.87024,-3.1220245,-52.86045,10.065670728936144,0.08156342628485022,0.2148320728349531,71.38300986039863
31/01/2020, 10:55:35,-0.028740235,2.4453151,9.690249,0.06513387,0.03320913,-0.036156952,0.08878457,-0.037540197,0.1919918,-47.87024,-3.1220245,-52.86045,9.994064554451253,0.08156342628485022,0.2148320728349531,71.38300986039863
31/01/2020, 10:55:35,-0.083825685,2.3614893,9.601634,0.06513387,0.03320913,-0.036156952,0.08878457,-0.037540197,0.1919918,-47.87024,-3.1220245,-52.86045,9.888125929692954,0.08156342628485022,0.2148320728349531,71.38300986039863
31/01/2020, 10:55:35,-0.083825685,2.3614893,9.601634,0.06513387,0.03320913,-0.036156952,0.08878457,-0.037540197,0.1919918,-48.062225,-3.116928,-52.754112,9.888125929692954,0.08156342628485022,0.2148320728349531,71.43310929958008
31/01/2020, 10:55:35,-0.086220704,2.2944288,9.673484,0.06513387,0.03320913,-0.036156952,0.08878457,-0.037540197,0.1919918,-48.062225,-3.116928,-52.754112,9.94223955721788,0.08156342628485022,0.2148320728349531,71.43310929958008
31/01/2020, 10:55:35,-0.098195806,2.2704787,9.70941,0.06513387,0.03320913,-0.036156952,0.08878457,-0.037540197,0.1919918,-48.062225,-3.116928,-52.754112,9.97182796925208,0.08156342628485022,0.2148320728349531,71.43310929958008
31/01/2020, 10:55:35,-0.098195806,2.2704787,9.70941,0.06513387,0.03320913,-0.036156952,0.22631633,-0.099377155,0.34032917,-48.062225,-3.116928,-52.754112,9.97182796925208,0.08156342628485022,0.4206172198133471,71.43310929958008
31/01/2020, 10:55:35,-0.098195806,2.2704787,9.70941,0.06513387,0.03320913,-0.036156952,0.22631633,-0.099377155,0.34032917,-47.684082,-3.1280518,-53.31324,9.97182796925208,0.08156342628485022,0.4206172198133471,71.5950972604048
31/01/2020, 10:55:36,-0.6179151,3.2165112,9.843531,0.026038509,0.14927348,-0.036156952,0.62208474,-0.028812885,0.53146935,-45.73535,-4.029892,-55.10701,10.374143792901561,0.15578158574419287,0.8187058488377768,71.72687746291444
31/01/2020, 10:55:36,-0.6825806,3.1997461,9.874666,0.026038509,0.14927348,-0.036156952,0.62208474,-0.028812885,0.53146935,-45.73535,-4.029892,-55.10701,10.402563357580382,0.15578158574419287,0.8187058488377768,71.72687746291444
31/01/2020, 10:55:36,-0.82388675,3.0057497,9.905801,0.026038509,0.14927348,-0.036156952,0.62208474,-0.028812885,0.53146935,-45.73535,-4.029892,-55.10701,10.384517828368283,0.15578158574419287,0.8187058488377768,71.72687746291444
31/01/2020, 10:55:36,-0.82388675,3.0057497,9.905801,0.026038509,0.14927348,-0.036156952,0.62208474,-0.028812885,0.53146935,-45.58867,-4.250183,-56.14353,10.384517828368283,0.15578158574419287,0.8187058488377768,72.44644190300941
31/01/2020, 10:55:36,-0.82388675,3.0057497,9.905801,-0.13645159,0.04053951,0.05302934,0.62208474,-0.028812885,0.53146935,-45.58867,-4.250183,-56.14353,10.384517828368283,0.15190325344715722,0.8187058488377768,72.44644190300941
31/01/2020, 10:55:36,-0.82388675,3.0057497,9.905801,-0.13645159,0.04053951,0.05302934,0.35209918,0.43664718,0.48370647,-45.58867,-4.250183,-56.14353,10.384517828368283,0.15190325344715722,0.7406797843560567,72.44644190300941
31/01/2020, 10:55:36,-0.8765772,2.668052,10.044712,-0.13645159,0.04053951,0.05302934,0.35209918,0.43664718,0.48370647,-45.58867,-4.250183,-56.14353,10.429915116523622,0.15190325344715722,0.7406797843560567,72.44644190300941
31/01/2020, 10:55:36,-0.83586186,2.42376,10.066268,-0.13645159,0.04053951,0.05302934,0.35209918,0.43664718,0.48370647,-45.58867,-4.250183,-56.14353,10.387638233660775,0.15190325344715722,0.7406797843560567,72.44644190300941
31/01/2020, 10:55:36,-0.83586186,2.42376,10.066268,-0.13645159,0.04053951,0.05302934,0.35209918,0.43664718,0.48370647,-45.74315,-3.9239655,-55.313583,10.387638233660775,0.15190325344715722,0.7406797843560567,71.88480836058802
31/01/2020, 10:55:36,-0.83586186,2.318379,9.865086,-0.13645159,0.04053951,0.05302934,0.35209918,0.43664718,0.48370647,-45.74315,-3.9239655,-55.313583,10.168257462525771,0.15190325344715722,0.7406797843560567,71.88480836058802
31/01/2020, 10:55:36,-0.6682105,2.2393434,9.673484,-0.13645159,0.04053951,0.05302934,0.35209918,0.43664718,0.48370647,-45.74315,-3.9239655,-55.313583,9.951756324085775,0.15190325344715722,0.7406797843560567,71.88480836058802
31/01/2020, 10:55:36,-0.6682105,2.2393434,9.673484,-0.13645159,0.04053951,0.05302934,0.034563422,0.57777715,0.4529686,-45.74315,-3.9239655,-55.313583,9.951756324085775,0.15190325344715722,0.7349840898482244,71.88480836058802
31/01/2020, 10:55:36,-0.6682105,2.2393434,9.673484,-0.13645159,0.04053951,0.05302934,0.034563422,0.57777715,0.4529686,-45.455627,-4.3689575,-56.24424,9.951756324085775,0.15190325344715722,0.7349840898482244,72.44802528282753
31/01/2020, 10:55:36,-0.6682105,2.2393434,9.673484,-0.13645159,0.04053951,0.05302934,-0.15908092,0.061062098,0.6188669,-45.455627,-4.3689575,-56.24424,9.951756324085775,0.15190325344715722,0.6418968647275417,72.44802528282753
31/01/2020, 10:55:36,-0.4766089,2.3662794,9.445957,-0.13645159,0.04053951,0.05302934,-0.15908092,0.061062098,0.6188669,-45.455627,-4.3689575,-56.24424,9.749489278486426,0.15190325344715722,0.6418968647275417,72.44802528282753
31/01/2020, 10:55:36,-0.4047583,2.4908204,9.422008,-0.13645159,0.04053951,0.05302934,-0.15908092,0.061062098,0.6188669,-45.455627,-4.3689575,-56.24424,9.754088479383821,0.15190325344715722,0.6418968647275417,72.44802528282753
31/01/2020, 10:55:36,-0.4047583,2.4908204,9.422008,-0.13645159,0.04053951,0.05302934,-0.15908092,0.061062098,0.6188669,-45.500626,-4.570816,-55.559868,9.754088479383821,0.15190325344715722,0.6418968647275417,71.95900365278978
31/01/2020, 10:55:36,-0.62031007,2.6369166,9.366921,-0.13645159,0.04053951,0.05302934,-0.15908092,0.061062098,0.6188669,-45.500626,-4.570816,-55.559868,9.750760529976029,0.15190325344715722,0.6418968647275417,71.95900365278978
