DATE,TIME,ax,ay,az,gx,gy,gz,lx,ly,lz,mx,my,mz,ma,mg,ml,mm
31/01/2020, 11:03:13,0.28500733,3.3817677,9.275911,0.037034076,0.05886546,-0.01416581,0.5124316,0.33145308,0.053936005,22.837662,-21.396606,-19.031097,9.877252316016103,0.07097418898894282,0.6126633715853298,36.62726074906454
31/01/2020, 11:03:13,0.26105714,3.391348,9.256751,0.037034076,0.05886546,-0.01416581,0.5124316,0.33145308,0.053936005,22.837662,-21.396606,-19.031097,9.861887826543452,0.07097418898894282,0.6126633715853298,36.62726074906454
31/01/2020, 11:03:13,0.32093263,3.408113,9.283096,0.037034076,0.05886546,-0.01416581,0.5124316,0.33145308,0.053936005,22.837662,-21.396606,-19.031097,9.894145195815382,0.07097418898894282,0.6126633715853298,36.62726074906454
31/01/2020, 11:03:13,0.32093263,3.408113,9.283096,0.037034076,0.05886546,-0.01416581,0.5124316,0.33145308,0.053936005,22.799408,-20.962875,-18.66475,9.894145195815382,0.07097418898894282,0.6126633715853298,36.161139467171495
31/01/2020, 11:03:13,0.32093263,3.408113,9.283096,0.037034076,0.05886546,-0.01416581,0.26463157,0.37811637,-0.058387756,22.799408,-20.962875,-18.66475,9.894145195815382,0.07097418898894282,0.4651999422824823,36.161139467171495
31/01/2020, 11:03:13,0.28740236,3.415298,9.271121,0.037034076,0.05886546,-0.01416581,0.26463157,0.37811637,-0.058387756,22.799408,-20.962875,-18.66475,9.884358628971489,0.07097418898894282,0.4651999422824823,36.161139467171495
31/01/2020, 11:03:13,0.1939966,3.4440382,9.153765,0.037034076,0.05886546,-0.01416581,0.26463157,0.37811637,-0.058387756,22.799408,-20.962875,-18.66475,9.782149156048904,0.07097418898894282,0.4651999422824823,36.161139467171495
31/01/2020, 11:03:13,0.1939966,3.4440382,9.153765,0.037034076,0.05886546,-0.01416581,0.26463157,0.37811637,-0.058387756,22.509796,-21.065521,-19.260864,9.782149156048904,0.07097418898894282,0.4651999422824823,36.35145113280995
31/01/2020, 11:03:13,0.1939966,3.4440382,9.153765,0.037034076,0.05886546,-0.01416581,0.3084978,0.38919926,-0.046299934,22.509796,-21.065521,-19.260864,9.782149156048904,0.07097418898894282,0.4987891636576865,36.35145113280995
31/01/2020, 11:03:13,0.33290774,3.5015187,9.139395,0.037034076,0.05886546,-0.01416581,0.3084978,0.38919926,-0.046299934,22.509796,-21.065521,-19.260864,9.792854411936617,0.07097418898894282,0.4987891636576865,36.35145113280995
31/01/2020, 11:03:13,0.5987549,3.5134938,9.2328005,0.037034076,0.05886546,-0.01416581,0.3084978,0.38919926,-0.046299934,22.509796,-21.065521,-19.260864,9.89685559649219,0.07097418898894282,0.4987891636576865,36.35145113280995
31/01/2020, 11:03:13,0.5987549,3.5134938,9.2328005,0.037034076,0.05886546,-0.01416581,0.3084978,0.38919926,-0.046299934,22.994644,-21.077438,-19.238007,9.89685559649219,0.07097418898894282,0.4987891636576865,36.648505637886565
31/01/2020, 11:03:13,0.5987549,3.5134938,9.2328005,-0.060704324,0.01854837,0.04203377,0.3084978,0.38919926,-0.046299934,22.994644,-21.077438,-19.238007,9.89685559649219,0.07613077406814894,0.4987891636576865,36.648505637886565
31/01/2020, 11:03:13,0.5987549,3.5134938,9.2328005,-0.060704324,0.01854837,0.04203377,0.18563549,0.41985774,-0.1738615,22.994644,-21.077438,-19.238007,9.89685559649219,0.07613077406814894,0.49088581215646115,36.648505637886565
31/01/2020, 11:03:13,0.66342044,3.3769777,9.319021,-0.060704324,0.01854837,0.04203377,0.18563549,0.41985774,-0.1738615,22.994644,-21.077438,-19.238007,9.934196572225266,0.07613077406814894,0.49088581215646115,36.648505637886565
31/01/2020, 11:03:13,0.62989014,3.2811768,9.558523,-0.060704324,0.01854837,0.04203377,0.18563549,0.41985774,-0.1738615,22.994644,-21.077438,-19.238007,10.125623347160346,0.07613077406814894,0.49088581215646115,36.648505637886565
31/01/2020, 11:03:13,0.62989014,3.2811768,9.558523,-0.060704324,0.01854837,0.04203377,0.18563549,0.41985774,-0.1738615,22.97844,-20.860092,-18.881607,10.125623347160346,0.07613077406814894,0.49088581215646115,36.327224008282045
31/01/2020, 11:03:13,0.5364844,3.2524366,9.611214,-0.060704324,0.01854837,0.04203377,0.18563549,0.41985774,-0.1738615,22.97844,-20.860092,-18.881607,10.160786785368723,0.07613077406814894,0.49088581215646115,36.327224008282045
