DATE,TIME,ax,ay,az,gx,gy,gz,ma,mg
28/07/2020, 17:48:07,-2.0022364,5.1804276,7.94428,-0.080634184,0.13316858,0.11362089,9.693160844,0.192731546
28/07/2020, 17:48:07,-2.0022364,5.1804276,7.94428,-0.067195155,0.11362089,0.12705992,9.693160844,0.183218775
28/07/2020, 17:48:07,-2.0046315,5.1708474,7.94907,-0.067195155,0.11362089,0.12705992,9.692467386,0.183218775
28/07/2020, 17:48:07,-2.0046315,5.1708474,7.94907,-0.036651902,0.09896013,0.12461646,9.692467386,0.163296452
28/07/2020, 17:48:07,-2.0190015,5.046306,8.080796,-0.036651902,0.09896013,0.12461646,9.738626211,0.163296452
28/07/2020, 17:48:07,-2.0190015,5.046306,8.080796,0.030543251,0.08918629,0.12950338,9.738626211,0.160181805
28/07/2020, 17:48:07,-1.9878663,4.9217653,8.152647,0.030543251,0.08918629,0.12950338,9.728362642,0.160181805
28/07/2020, 17:48:07,-1.9878663,4.9217653,8.152647,0.095294945,0.06475169,0.15149452,9.728362642,0.190327342
28/07/2020, 17:48:07,-1.9303858,4.9720607,8.095166,0.095294945,0.06475169,0.15149452,9.694302077,0.190327342
28/07/2020, 17:48:07,-1.9303858,4.9720607,8.095166,0.109955706,0.04276055,0.14172068,9.694302077,0.184400308
28/07/2020, 17:48:07,-1.7268091,5.3384986,8.035291,0.109955706,0.04276055,0.14172068,9.800374175,0.184400308
28/07/2020, 17:48:07,-1.7268091,5.3384986,8.035291,0.0977384,0.051312663,0.11239916,9.800374175,0.157541599
28/07/2020, 17:48:08,-1.8226099,4.624783,14.276712,0.37262765,1.1068875,-0.58887386,15.11737552,1.307984571
28/07/2020, 17:48:08,-1.9399658,3.8104763,13.848003,0.37262765,1.1068875,-0.58887386,14.49311543,1.307984571
28/07/2020, 17:48:08,-1.9399658,3.8104763,13.848003,0.5497785,1.1740825,-0.60109115,14.49311543,1.428998512
28/07/2020, 17:48:08,-2.095642,2.9650342,13.5725765,0.5497785,1.1740825,-0.60109115,14.04983905,1.428998512
28/07/2020, 17:48:08,-2.095642,2.9650342,13.5725765,0.75747263,1.2339473,-0.6255258,14.04983905,1.577235926
28/07/2020, 17:48:08,-2.3782544,2.308799,13.230088,0.75747263,1.2339473,-0.6255258,13.63898389,1.577235926
28/07/2020, 17:48:08,-2.3782544,2.308799,13.230088,1.027475,1.2632688,-0.67439497,13.63898389,1.762487327
28/07/2020, 17:48:08,-2.7399025,1.8896705,12.727135,1.027475,1.2632688,-0.67439497,13.15514645,1.762487327
28/07/2020, 17:48:08,-2.7399025,1.8896705,12.727135,1.3585638,1.258382,-0.7293728,13.15514645,1.990277717
28/07/2020, 17:48:08,-3.2548318,1.5328126,12.030184,1.3585638,1.258382,-0.7293728,12.55662242,1.990277717
28/07/2020, 17:48:08,-3.2548318,1.5328126,12.030184,1.7275263,1.2253952,-0.75625086,12.55662242,2.248967742
28/07/2020, 17:48:08,-3.7074904,1.0322535,11.364368,1.7275263,1.2253952,-0.75625086,11.99832916,2.248967742
28/07/2020, 17:48:08,-3.7074904,1.0322535,11.364368,2.1013756,1.2107345,-0.74159014,11.99832916,2.536062551
28/07/2020, 17:48:08,-4.064348,0.42870852,10.700948,2.1013756,1.2107345,-0.74159014,11.45482433,2.536062551
28/07/2020, 17:48:08,-4.064348,0.42870852,10.700948,2.452012,1.2034041,-0.7281511,11.45482433,2.826791203
28/07/2020, 17:48:08,-4.253555,0.23471193,10.34888,2.452012,1.2034041,-0.7281511,11.1913865,2.826791203
28/07/2020, 17:48:08,-4.253555,0.23471193,10.34888,2.8124225,1.1887434,-0.7489205,11.1913865,3.143837316
28/07/2020, 17:48:08,-4.351751,0.26584718,9.970467,2.8124225,1.1887434,-0.7489205,10.88203174,3.143837316
28/07/2020, 17:48:08,-4.351751,0.26584718,9.970467,3.1557286,1.1594218,-0.79290277,10.88203174,3.454211426
28/07/2020, 17:48:08,-4.5744877,0.3784131,9.592053,3.1557286,1.1594218,-0.79290277,10.63374923,3.454211426
28/07/2020, 17:48:08,-4.5744877,0.3784131,9.592053,3.4012964,1.0934484,-0.83199817,10.63374923,3.668333055
28/07/2020, 17:48:08,-4.7876444,0.4526587,8.921448,3.4012964,1.0934484,-0.83199817,10.13502189,3.668333055
28/07/2020, 17:48:08,-4.7876444,0.4526587,8.921448,3.5185826,1.0177011,-0.85643274,10.13502189,3.76159754
28/07/2020, 17:48:08,-4.9385304,0.6945557,8.222102,3.5185826,1.0177011,-0.85643274,9.616363897,3.76159754
28/07/2020, 17:48:08,-4.9385304,0.6945557,8.222102,3.5686734,0.94439733,-0.8698718,9.616363897,3.792623485
28/07/2020, 17:48:08,-5.0678616,1.2046949,8.248447,3.5686734,0.94439733,-0.8698718,9.755582776,3.792623485
28/07/2020, 17:48:08,-5.0678616,1.2046949,8.248447,3.6150992,0.8625414,-0.8906412,9.755582776,3.821800827
28/07/2020, 17:48:08,-5.0846267,1.8130299,8.904683,3.6150992,0.8625414,-0.8906412,10.41315933,3.821800827
28/07/2020, 17:48:08,-5.0846267,1.8130299,8.904683,3.660303,0.8197808,-0.96150154,10.41315933,3.872253183
28/07/2020, 17:48:08,-4.775669,2.1411476,8.983719,3.660303,0.8197808,-0.96150154,10.39705406,3.872253183
28/07/2020, 17:48:09,0.081430666,-2.550696,-7.726333,3.331658,-1.067792,-0.4263838,8.136885419,3.524475463
28/07/2020, 17:48:09,0.38559815,-1.219065,-7.7718387,3.331658,-1.067792,-0.4263838,7.876311416,3.524475463
28/07/2020, 17:48:09,0.38559815,-1.219065,-7.7718387,2.8564048,-0.8662066,-0.40072745,7.876311416,3.011634874
28/07/2020, 17:48:09,0.92208254,-1.0825489,-9.072334,2.8564048,-0.8662066,-0.40072745,9.183103925,3.011634874
28/07/2020, 17:48:09,0.92208254,-1.0825489,-9.072334,2.0488412,-0.46670088,-0.18936816,9.183103925,2.109838959
28/07/2020, 17:48:09,0.99393314,-0.7711963,-10.528506,2.0488412,-0.46670088,-0.18936816,10.60339999,2.109838959
28/07/2020, 17:48:09,0.99393314,-0.7711963,-10.528506,1.0751225,-0.00977384,0.058643043,10.60339999,1.076765003
28/07/2020, 17:48:09,0.38320315,-0.36883304,-11.127261,1.0751225,-0.00977384,0.058643043,11.13996514,1.076765003
28/07/2020, 17:48:09,0.38320315,-0.36883304,-11.127261,0.12828165,0.3090977,0.24434601,11.13996514,0.41437006
28/07/2020, 17:48:09,-0.5364844,0.10538086,-11.702065,0.12828165,0.3090977,0.24434601,11.71483064,0.41437006
28/07/2020, 17:48:09,-0.5364844,0.10538086,-11.702065,-0.5986477,0.4263838,0.37018418,11.71483064,0.822932897
28/07/2020, 17:48:09,-1.5591577,-0.22992188,-11.189531,-0.5986477,0.4263838,0.37018418,11.29997558,0.822932897
28/07/2020, 17:48:09,-1.5591577,-0.22992188,-11.189531,-0.84788066,0.29199347,0.32742363,11.29997558,0.954655978
28/07/2020, 17:48:09,-2.823728,0.15088624,-10.514136,-0.84788066,0.29199347,0.32742363,10.88775778,0.954655978
28/07/2020, 17:48:09,-2.823728,0.15088624,-10.514136,-0.6352996,0.39217535,-0.14172068,10.88775778,0.759928855
28/07/2020, 17:48:09,0.20597169,0.12454102,-11.227852,-0.6352996,0.39217535,-0.14172068,11.23043153,0.759928855
28/07/2020, 17:48:09,0.20597169,0.12454102,-11.227852,-0.7000513,-0.1710422,-0.5803218,11.23043153,0.925257071
28/07/2020, 17:48:09,-1.7723145,0.5029541,-8.681946,-0.7000513,-0.1710422,-0.5803218,8.875260255,0.925257071
28/07/2020, 17:48:09,-1.7723145,0.5029541,-8.681946,-0.18570296,-0.50213104,-0.7318163,8.875260255,0.906739357
28/07/2020, 17:48:09,1.4489869,-0.97237796,-10.35367,-0.18570296,-0.50213104,-0.7318163,10.49969366,0.906739357
28/07/2020, 17:48:09,1.4489869,-0.97237796,-10.35367,0.21135929,-0.3298671,-0.79045933,10.49969366,0.882219367
28/07/2020, 17:48:09,1.7914747,-0.40954837,-10.375225,0.21135929,-0.3298671,-0.79045933,10.53671707,0.882219367
28/07/2020, 17:48:09,1.7914747,-0.40954837,-10.375225,0.366519,-0.05619958,-0.85643274,10.53671707,0.933258595
28/07/2020, 17:48:09,1.2765454,-2.2417383,-11.8002615,0.366519,-0.05619958,-0.85643274,12.07895402,0.933258595
28/07/2020, 17:48:09,1.2765454,-2.2417383,-11.8002615,0.5925391,0.21258102,-0.8515458,12.07895402,1.058972857
28/07/2020, 17:48:09,0.51732427,-2.4884255,-11.965518,0.5925391,0.21258102,-0.8515458,12.23247754,1.058972857
28/07/2020, 17:48:09,0.51732427,-2.4884255,-11.965518,0.8820891,0.38851014,-0.9700536,12.23247754,1.367488677
28/07/2020, 17:48:09,-0.847837,-3.271597,-12.092454,0.8820891,0.38851014,-0.9700536,12.55585985,1.367488677
28/07/2020, 17:48:09,-0.847837,-3.271597,-12.092454,1.2327256,0.40072745,-1.2107345,12.55585985,1.773717267
28/07/2020, 17:48:09,-1.8920655,-4.3421707,-11.187137,1.2327256,0.40072745,-1.2107345,12.14851369,1.773717267
28/07/2020, 17:48:10,3.8344264,-6.4928985,8.0017605,-2.8454092,-0.58643043,2.5033247,10.99494098,3.834956153
28/07/2020, 17:48:10,4.133804,-7.831714,8.959768,-2.8454092,-0.58643043,2.5033247,12.5976795,3.834956153
28/07/2020, 17:48:10,4.133804,-7.831714,8.959768,-2.7134624,-0.7171555,2.4874423,12.5976795,3.750274516
28/07/2020, 17:48:10,5.604346,-9.814791,8.466394,-2.7134624,-0.7171555,2.4874423,14.1215666,3.750274516
28/07/2020, 17:48:10,5.604346,-9.814791,8.466394,-2.8160877,-0.79412454,2.4397948,14.1215666,3.809669594
28/07/2020, 17:48:10,6.440208,-11.165582,8.217313,-2.8160877,-0.79412454,2.4397948,15.286292,3.809669594
28/07/2020, 17:48:10,6.440208,-11.165582,8.217313,-2.8881698,-0.97738403,2.4006996,15.286292,3.880742555
28/07/2020, 17:48:10,6.167176,-10.985955,8.698711,-2.8881698,-0.97738403,2.4006996,15.30989384,3.880742555
28/07/2020, 17:48:10,6.167176,-10.985955,8.698711,-2.86007,-1.1508697,2.3677127,15.30989384,3.88723103
28/07/2020, 17:48:10,5.295388,-10.27224,8.835227,-2.86007,-1.1508697,2.3677127,14.5472087,3.88723103
28/07/2020, 17:48:10,5.295388,-10.27224,8.835227,-2.9468129,-1.117883,2.3237305,14.5472087,3.915749187
28/07/2020, 17:48:10,4.7253737,-8.751402,8.655601,-2.9468129,-1.117883,2.3237305,13.18467342,3.915749187
28/07/2020, 17:48:10,4.7253737,-8.751402,8.655601,-2.8637352,-0.94684076,2.221105,13.18467342,3.745770225
28/07/2020, 17:48:10,4.358936,-6.919212,8.162227,-2.8637352,-0.94684076,2.221105,11.55412302,3.745770225
28/07/2020, 17:48:10,4.358936,-6.919212,8.162227,-2.5008814,-0.81122875,2.0940452,11.55412302,3.361179134
28/07/2020, 17:48:10,3.9326222,-6.236631,5.9085135,-2.5008814,-0.81122875,2.0940452,9.448365723,3.361179134
28/07/2020, 17:48:10,3.9326222,-6.236631,5.9085135,-1.9266683,-0.855211,2.018298,9.448365723,2.918383633
28/07/2020, 17:48:10,4.047583,-6.3635674,5.609136,-1.9266683,-0.855211,2.018298,9.398953466,2.918383633
28/07/2020, 17:48:10,4.047583,-6.3635674,5.609136,-1.0384705,-1.1386523,2.0476196,9.398953466,2.562751658
28/07/2020, 17:48:10,4.6032276,-8.018526,6.090535,-1.0384705,-1.1386523,2.0476196,11.07163418,2.562751658
28/07/2020, 17:48:10,4.6032276,-8.018526,6.090535,-0.06475169,-1.407433,2.2650874,11.07163418,2.667523439
28/07/2020, 17:48:10,5.604346,-9.821976,5.000801,-0.06475169,-1.407433,2.2650874,12.36478508,2.667523439
28/07/2020, 17:48:10,5.604346,-9.821976,5.000801,0.66950804,-1.63834,2.3616042,12.36478508,2.951198641
28/07/2020, 17:48:10,6.6581545,-11.208692,3.9661524,0.66950804,-1.63834,2.3616042,13.62703759,2.951198641
28/07/2020, 17:48:10,6.6581545,-11.208692,3.9661524,1.1301003,-1.6713266,2.2321007,13.62703759,3.008775989
28/07/2020, 17:48:10,7.302415,-10.9644,3.2811768,1.1301003,-1.6713266,2.2321007,13.57606196,3.008775989
28/07/2020, 17:48:10,7.302415,-10.9644,3.2811768,1.3988808,-1.4917324,2.0170763,13.57606196,2.872408336
28/07/2020, 17:48:10,7.9059596,-10.111773,3.3937428,1.3988808,-1.4917324,2.0170763,13.27665739,2.872408336
28/07/2020, 17:48:10,7.9059596,-10.111773,3.3937428,1.6566659,-1.3048077,1.7299697,13.27665739,2.727610733
28/07/2020, 17:48:10,6.9311867,-7.9945755,4.1721244,1.6566659,-1.3048077,1.7299697,11.37370687,2.727610733
28/07/2020, 17:48:11,3.5805542,-4.6774735,9.73815,-0.7281511,2.937039,0.58643043,11.38115486,3.082256015
28/07/2020, 17:48:11,3.5805542,-4.6774735,9.73815,-0.23212871,3.271793,0.6279692,11.38115486,3.339589461
28/07/2020, 17:48:11,2.201023,-4.169729,10.4494705,-0.23212871,3.271793,0.6279692,11.46396872,3.339589461
28/07/2020, 17:48:11,2.201023,-4.169729,10.4494705,0.4850268,3.2950058,0.597426,11.46396872,3.383671384
28/07/2020, 17:48:11,0.7089258,-3.3506324,10.425521,0.4850268,3.2950058,0.597426,10.97364112,3.383671384
28/07/2020, 17:48:11,0.7089258,-3.3506324,10.425521,0.9346235,3.0848684,0.46303567,10.97364112,3.256429996
28/07/2020, 17:48:11,-2.9482691,-2.0261867,10.87818,0.9346235,3.0848684,0.46303567,11.45131057,3.256429996
28/07/2020, 17:48:11,-2.9482691,-2.0261867,10.87818,1.0812311,2.7256796,0.34819305,11.45131057,2.952901727
28/07/2020, 17:48:11,-3.290757,-0.5987549,10.547667,1.0812311,2.7256796,0.34819305,11.06529974,2.952901727
28/07/2020, 17:48:11,-3.290757,-0.5987549,10.547667,0.95783633,2.0109677,0.11850781,11.06529974,2.23057969
28/07/2020, 17:48:11,-3.415298,-0.72569096,9.613608,0.95783633,2.0109677,0.11850781,10.22801806,2.23057969
28/07/2020, 17:48:11,-3.415298,-0.72569096,9.613608,0.47036606,1.5418233,0.0488692,10.22801806,1.612715542
28/07/2020, 17:48:11,-2.1076174,0.026345216,9.769285,0.47036606,1.5418233,0.0488692,9.994082171,1.612715542
28/07/2020, 17:48:11,-2.1076174,0.026345216,9.769285,0.20036373,1.420872,0.12095127,9.994082171,1.440018054
28/07/2020, 17:48:11,-1.5184424,-1.101709,10.214759,0.20036373,1.420872,0.12095127,10.385602,1.440018054
28/07/2020, 17:48:11,-1.5184424,-1.101709,10.214759,-0.03420844,1.4917324,0.25778502,10.385602,1.514228769
28/07/2020, 17:48:11,-0.76401126,-2.7399025,11.079361,-0.03420844,1.4917324,0.25778502,11.43866331,1.514228769
28/07/2020, 17:48:11,-0.76401126,-2.7399025,11.079361,-0.475253,1.7030916,0.3909536,11.43866331,1.810864763
28/07/2020, 17:48:11,-0.3520679,-3.9517825,11.00272,-0.475253,1.7030916,0.3909536,11.69616951,1.810864763
28/07/2020, 17:48:11,-0.3520679,-3.9517825,11.00272,-0.94684076,2.0964887,0.43737936,11.69616951,2.341596264
28/07/2020, 17:48:11,0.3161426,-5.1756372,12.451707,-0.94684076,2.0964887,0.43737936,13.48822343,2.341596264
28/07/2020, 17:48:11,0.3161426,-5.1756372,12.451707,-1.022588,2.3921473,0.47769645,13.48822343,2.645042318
28/07/2020, 17:48:11,0.5388794,-6.222261,13.139078,-1.022588,2.3921473,0.47769645,14.54793101,2.645042318
28/07/2020, 17:48:11,0.5388794,-6.222261,13.139078,-0.84543717,2.420247,0.46425742,14.54793101,2.605358877
28/07/2020, 17:48:11,0.79035646,-6.710845,12.981007,-0.84543717,2.420247,0.46425742,14.63443326,2.605358877
28/07/2020, 17:48:11,0.79035646,-6.710845,12.981007,-0.52290046,2.2479832,0.44837493,14.63443326,2.351147276
28/07/2020, 17:48:11,1.3962965,-7.0006423,12.595408,-0.52290046,2.2479832,0.44837493,14.47767075,2.351147276
28/07/2020, 17:48:11,1.3962965,-7.0006423,12.595408,-0.3054325,2.1697924,0.5290091,14.47767075,2.254138142
28/07/2020, 17:48:11,2.3327491,-7.5083866,11.826607,-0.3054325,2.1697924,0.5290091,14.2016272,2.254138142
28/07/2020, 17:48:11,2.3327491,-7.5083866,11.826607,-0.17592913,2.2638657,0.6487386,14.2016272,2.361546275
28/07/2020, 17:48:12,5.7839723,5.2810183,-2.7973828,0.91141057,0.0122173,-1.9694288,8.316780608,2.170130918
28/07/2020, 17:48:12,2.088457,2.7734327,-8.856783,0.91141057,0.0122173,-1.9694288,9.512948322,2.170130918
28/07/2020, 17:48:12,2.088457,2.7734327,-8.856783,0.89430636,0.47158778,-2.2614222,9.512948322,2.477137274
28/07/2020, 17:48:12,0.021555176,1.5399976,-12.319981,0.89430636,0.47158778,-2.2614222,12.41587611,2.477137274
28/07/2020, 17:48:12,0.021555176,1.5399976,-12.319981,1.2791513,0.33231056,-2.5607462,12.41587611,2.881679974
28/07/2020, 17:48:12,4.009263,-0.07664063,-8.152647,1.2791513,0.33231056,-2.5607462,9.085467369,2.881679974
28/07/2020, 17:48:12,4.009263,-0.07664063,-8.152647,1.5870273,0.06597342,-2.8722873,9.085467369,3.282231308
28/07/2020, 17:48:12,5.254673,-0.059875492,-11.491304,1.5870273,0.06597342,-2.8722873,12.63587157,3.282231308
28/07/2020, 17:48:12,5.254673,-0.059875492,-11.491304,1.8814642,-0.2480112,-2.968804,12.63587157,3.523522917
28/07/2020, 17:48:12,4.361331,-2.430945,-12.458892,1.8814642,-0.2480112,-2.968804,13.4221715,3.523522917
28/07/2020, 17:48:12,4.361331,-2.430945,-12.458892,2.2687526,-0.533896,-2.7769923,13.4221715,3.62546129
28/07/2020, 17:48:12,5.122947,-1.6166383,-9.342972,2.2687526,-0.533896,-2.7769923,10.7772552,3.62546129
28/07/2020, 17:48:12,5.122947,-1.6166383,-9.342972,2.86007,-0.65240383,-2.6878061,10.7772552,3.97868482
28/07/2020, 17:48:12,4.3373804,-0.9580079,-7.699988,2.86007,-0.65240383,-2.6878061,8.889345385,3.97868482
28/07/2020, 17:48:12,4.3373804,-0.9580079,-7.699988,3.5356867,-0.5461133,-2.7220144,8.889345385,4.495406873
28/07/2020, 17:48:12,3.2236965,-1.1591895,-8.377779,3.5356867,-0.5461133,-2.7220144,9.051139168,4.495406873
28/07/2020, 17:48:12,3.2236965,-1.1591895,-8.377779,3.9217534,-0.47036606,-2.9089391,9.051139168,4.905437884
28/07/2020, 17:48:12,3.774551,-0.8047266,-7.2928348,3.9217534,-0.47036606,-2.9089391,8.251076192,4.905437884
28/07/2020, 17:48:12,3.774551,-0.8047266,-7.2928348,4.359133,-0.47403124,-3.0934205,8.251076192,5.366189944
28/07/2020, 17:48:12,4.1002736,-1.9926564,-6.9958525,4.359133,-0.47403124,-3.0934205,8.350142202,5.366189944
28/07/2020, 17:48:12,4.1002736,-1.9926564,-6.9958525,5.0982795,-0.56932616,-3.218037,8.350142202,6.055769755
28/07/2020, 17:48:12,2.8524685,-3.5733693,-7.479646,5.0982795,-0.56932616,-3.218037,8.766450351,6.055769755
28/07/2020, 17:48:12,2.8524685,-3.5733693,-7.479646,5.954712,-0.6621777,-3.2950058,8.766450351,6.837699648
28/07/2020, 17:48:12,2.0549269,-5.374424,-6.4593678,5.954712,-0.6621777,-3.2950058,8.650467579,6.837699648
28/07/2020, 17:48:12,2.0549269,-5.374424,-6.4593678,6.720737,-0.8466589,-3.1325157,8.650467579,7.463095286
28/07/2020, 17:48:12,1.4585669,-6.253396,-6.0282645,6.720737,-0.8466589,-3.1325157,8.80751682,7.463095286
28/07/2020, 17:48:12,1.4585669,-6.253396,-6.0282645,7.2240896,-1.0360271,-2.9162695,8.80751682,7.859099885
28/07/2020, 17:48:12,1.099314,-7.446116,-6.1575956,7.2240896,-1.0360271,-2.9162695,9.724665457,7.859099885
28/07/2020, 17:48:12,1.099314,-7.446116,-6.1575956,7.1165776,-0.9932665,-2.6988015,9.724665457,7.675661868
28/07/2020, 17:48:12,1.0035132,-8.068821,-5.005591,7.1165776,-0.9932665,-2.6988015,9.548238098,7.675661868
28/07/2020, 17:48:13,8.238868,-1.3172607,6.583909,1.7934997,1.2950338,1.5015062,10.62835716,2.673625755
28/07/2020, 17:48:13,6.5360084,-0.7448511,6.6126494,1.7934997,1.2950338,1.5015062,9.327450941,2.673625755
28/07/2020, 17:48:13,6.5360084,-0.7448511,6.6126494,2.2186618,1.3817767,1.4599674,9.327450941,2.993872354
28/07/2020, 17:48:13,3.9757326,0.51732427,5.944439,2.2186618,1.3817767,1.4599674,7.170106559,2.993872354
28/07/2020, 17:48:13,3.9757326,0.51732427,5.944439,2.5289812,1.2571602,1.5198321,7.170106559,3.207193073
28/07/2020, 17:48:13,2.0453467,1.954336,5.1540823,2.5289812,1.2571602,1.5198321,5.879407878,3.207193073
28/07/2020, 17:48:13,2.0453467,1.954336,5.1540823,2.5631895,0.950506,1.5796969,5.879407878,3.157347672
28/07/2020, 17:48:13,0.56522465,2.931504,4.799619,2.5631895,0.950506,1.5796969,5.652392335,3.157347672
28/07/2020, 17:48:13,0.56522465,2.931504,4.799619,2.4678946,0.610865,1.6236792,5.652392335,3.016619564
28/07/2020, 17:48:13,0.23710695,4.239185,5.611531,2.4678946,0.610865,1.6236792,7.03677381,3.016619564
28/07/2020, 17:48:13,0.23710695,4.239185,5.611531,2.4068081,0.3335323,1.593136,7.03677381,2.905520844
28/07/2020, 17:48:13,0.8909473,5.415139,5.836663,2.4068081,0.3335323,1.593136,8.011501225,2.905520844
28/07/2020, 17:48:13,0.8909473,5.415139,5.836663,2.0793846,0.20402892,1.3878853,8.011501225,2.508324872
28/07/2020, 17:48:13,2.3590944,6.1623855,6.071375,2.0793846,0.20402892,1.3878853,8.966711437,2.508324872
28/07/2020, 17:48:13,2.3590944,6.1623855,6.071375,1.4001026,0.22846352,1.0763441,8.966711437,1.780730076
28/07/2020, 17:48:13,4.1960745,6.215076,6.878496,1.4001026,0.22846352,1.0763441,10.17584984,1.780730076
28/07/2020, 17:48:13,4.1960745,6.215076,6.878496,0.6658429,0.321315,0.9053019,10.17584984,1.168829183
28/07/2020, 17:48:13,5.601951,5.7696023,7.3551054,0.6658429,0.321315,0.9053019,10.89806141,1.168829183
28/07/2020, 17:48:13,5.601951,5.7696023,7.3551054,0.00244346,0.35552344,0.9236279,10.89806141,0.989692582
28/07/2020, 17:48:13,6.9719024,5.144502,7.443721,0.00244346,0.35552344,0.9236279,11.42288513,0.989692582
28/07/2020, 17:48:13,6.9719024,5.144502,7.443721,-0.5742131,0.25045466,0.9712754,11.42288513,1.155778565
28/07/2020, 17:48:13,8.945398,4.26074,7.913145,-0.5742131,0.25045466,0.9712754,12.68037538,1.155778565
28/07/2020, 17:48:13,8.945398,4.26074,7.913145,-1.099557,0.15515971,0.8820891,12.68037538,1.418161263
28/07/2020, 17:48:13,10.265054,3.0296998,8.265213,-1.099557,0.15515971,0.8820891,13.52272737,1.418161263
28/07/2020, 17:48:13,10.265054,3.0296998,8.265213,-1.5051714,0.1954768,0.79412454,13.52272737,1.713004953
28/07/2020, 17:48:13,10.918895,2.2106032,8.708291,-1.5051714,0.1954768,0.79412454,14.14013305,1.713004953
28/07/2020, 17:48:13,10.918895,2.2106032,8.708291,-1.6530007,0.35307997,0.79045933,14.14013305,1.86598574
28/07/2020, 17:48:13,10.7943535,1.6381935,9.3309965,-1.6530007,0.35307997,0.79045933,14.36207649,1.86598574
28/07/2020, 17:48:13,10.7943535,1.6381935,9.3309965,-1.4929541,0.5986477,0.90896714,14.36207649,1.84756932
28/07/2020, 17:48:13,10.391991,1.1663746,9.850716,-1.4929541,0.5986477,0.90896714,14.3662973,1.84756932
