DATE,TIME,ax,ay,az,gx,gy,gz,ma,mg,label
15/08/2020, 16:27:05,-4.5759377,-6.528134,0.681642,-0.6410949,-0.23394084,-3.3836806000000004,8.001273267272257,3.451814783291677,breaststroke
15/08/2020, 16:27:05,-4.5759377,-6.528134,0.681642,-0.76815486,-0.04335095,-3.4337714,8.001273267272257,3.518909920298169,breaststroke
15/08/2020, 16:27:05,-4.5759377,-6.528134,0.681642,-0.8182458,0.07149167,-3.4801972,8.001273267272257,3.575808969252113,breaststroke
15/08/2020, 16:27:05,-4.5759377,-6.528134,0.681642,-0.6838555000000001,0.12524779,-3.5327315,8.001273267272257,3.6004912724759888,breaststroke
15/08/2020, 16:27:05,-4.5759377,-6.528134,0.681642,-0.32833207,0.0104051735,-3.7086606,8.001273267272257,3.7231805863540406,breaststroke
15/08/2020, 16:27:05,-4.5759377,-6.528134,0.681642,0.20800741,0.05194399,-3.766082,8.001273267272257,3.7721796426367327,breaststroke
15/08/2020, 16:27:05,-4.5759377,-6.528134,0.681642,0.8995065999999999,0.20221677,-3.7673037000000003,8.001273267272257,3.8784766346914576,breaststroke
15/08/2020, 16:27:05,-4.5759377,-6.528134,0.681642,1.4077462,0.42457163,-3.4679800000000003,8.001273267272257,3.7668149763195227,breaststroke
15/08/2020, 16:27:05,-4.5759377,-6.528134,0.681642,1.4798284,0.45755836,-3.254177,8.001273267272257,3.60401445339929,breaststroke
15/08/2020, 16:27:05,-4.5759377,-6.528134,0.681642,1.1866131000000002,0.41235435,-3.1808734,8.001273267272257,3.4199476994904563,breaststroke
15/08/2020, 16:27:05,-4.5759377,-6.528134,0.681642,0.64538676,0.38058937,-3.1442215,8.001273267272257,3.2322594959312294,breaststroke
15/08/2020, 16:27:05,-4.5759377,-6.528134,0.681642,0.1628034,0.35248956,-3.069696,8.001273267272257,3.09415369029283,breaststroke
15/08/2020, 16:27:05,-4.6142582999999995,-6.561664,0.8397133,0.1628034,0.35248956,-3.069696,8.065477900622824,3.09415369029283,breaststroke
15/08/2020, 16:27:05,-4.2047099999999995,-6.583219500000001,-0.24283558,0.1628034,0.35248956,-3.069696,7.815198955660503,3.09415369029283,breaststroke
15/08/2020, 16:27:05,-3.9819732000000005,-6.552084,-1.4187902000000001,0.1628034,0.35248956,-3.069696,7.797363680539171,3.09415369029283,breaststroke
15/08/2020, 16:27:05,-3.5987699999999996,-7.011928,-1.1601281,0.1628034,0.35248956,-3.069696,7.966440703557781,3.09415369029283,breaststroke
15/08/2020, 16:27:05,-3.500574,-6.858647,-0.93499625,0.1628034,0.35248956,-3.069696,7.756885584969794,3.09415369029283,breaststroke
15/08/2020, 16:27:05,-2.6695022999999996,-6.9975576,-0.98529166,0.1628034,0.35248956,-3.069696,7.553995955002162,3.09415369029283,breaststroke
15/08/2020, 16:27:05,-2.156968,-7.641817999999999,0.025406621,0.1628034,0.35248956,-3.069696,7.9404370163115905,3.09415369029283,breaststroke
15/08/2020, 16:27:05,-2.2982742999999997,-8.360324,0.55231094,0.1628034,0.35248956,-3.069696,8.688045110990066,3.09415369029283,breaststroke
15/08/2020, 16:27:05,-1.9174663,-7.8693447,0.7415175,0.1628034,0.35248956,-3.069696,8.133456295482627,3.09415369029283,breaststroke
15/08/2020, 16:27:05,-2.528196,-7.871739999999999,1.2684218,0.1628034,0.35248956,-3.069696,8.364505829896673,3.09415369029283,breaststroke
15/08/2020, 16:27:05,-2.7078226,-7.167603999999999,0.65529674,0.1628034,0.35248956,-3.069696,7.690010631281312,3.09415369029283,breaststroke
15/08/2020, 16:27:05,-2.5689113,-6.5880094,-0.31229115,0.1628034,0.35248956,-3.069696,7.0780434014337805,3.09415369029283,breaststroke
15/08/2020, 16:27:05,-3.2155666000000003,-6.4922085,-0.72662956,0.1628034,0.35248956,-3.069696,7.2812519702401115,3.09415369029283,breaststroke
15/08/2020, 16:27:05,-3.4574637000000004,-6.5113688,-0.88470083,0.1628034,0.35248956,-3.069696,7.425272662184093,3.09415369029283,breaststroke
15/08/2020, 16:27:05,-3.5676346,-6.827511299999999,-0.72662956,0.1628034,0.35248956,-3.069696,7.737629980877773,3.09415369029283,breaststroke
15/08/2020, 16:27:06,0.52784884,-10.913414999999999,1.3402724,3.3063147000000006,-0.7947149,0.8752704,11.008068884150806,3.5113226960496235,breaststroke
15/08/2020, 16:27:06,0.52784884,-10.913414999999999,1.3402724,2.8469443,-0.75928473,0.9974434000000001,11.008068884150806,3.1107070949952047,breaststroke
15/08/2020, 16:27:06,0.52784884,-10.913414999999999,1.3402724,2.7895231,-0.5357081,1.2259068000000002,11.008068884150806,3.0937469297466897,breaststroke
15/08/2020, 16:27:06,0.52784884,-10.913414999999999,1.3402724,3.3099800000000004,-0.39643094,1.4507052,11.008068884150806,3.6356113686200366,breaststroke
15/08/2020, 16:27:06,0.52784884,-10.913414999999999,1.3402724,4.204286,-0.4807303,1.4739181000000001,11.008068884150806,4.4810219506383255,breaststroke
15/08/2020, 16:27:06,0.52784884,-10.913414999999999,1.3402724,4.893342,-0.7287415,1.1599334,11.008068884150806,5.081466906551807,breaststroke
15/08/2020, 16:27:06,0.52784884,-10.913414999999999,1.3402724,5.1205834999999995,-0.93765736,0.80807525,11.008068884150806,5.2680701074730925,breaststroke
15/08/2020, 16:27:06,0.52784884,-10.913414999999999,1.3402724,5.0362844,-0.9413225000000001,0.8264011999999998,11.008068884150806,5.18971945176715,breaststroke
